book_id,copy_count,access_type_sample
B_96a5523ddbece5,1,
B_96a8e3f718c3d3,2,
B_96a95ecd7bcdff,1,
B_96aa30831ae480,4,
B_96aac78ed7cdd6,2,
B_96af3db98d78de,4,
B_96afca8dd1ae2b,1,
B_96b7c62edf5f3a,1,
B_96b7c681bd5eb1,1,
B_96b8089a6802e3,1,
B_96ba9fe33aee21,1,
B_96bd9492b54693,4,
B_96be989834bdc5,2,
B_96c1262d90dab9,3,
B_96c4ddcea6ef06,1,
B_96c515e5d3c1f3,1,
B_96c5d1d04d53a9,1,
B_96c6f4e8bbbd17,1,
B_96c7d6b2751d92,1,
B_96c83e91cc7aaa,2,
B_96c98bde1aff28,1,
B_96cccb06c88cc0,2,
B_96ce0d57e6f359,2,
B_96daa730737060,2,
B_96db6eb005f99d,1,
B_96dd1da6f88827,2,
B_96de2fd64b5d94,1,
B_96df205b94ab4b,1,
B_96e1d297e7a1c1,1,
B_96e21040795768,1,
B_96e322ca921485,2,Dapat dipinjam
B_96e4ee337baaf1,5,
B_96e51077668652,1,
B_96e6b562878840,1,
B_96e795278db056,4,
B_96e87ced44c11a,2,
B_96e9a09c838271,4,
B_96ed80ebcf1bff,1,
B_96edb6040763fc,1,
B_96edc9a149ced9,2,
B_96f734d21f17dc,1,
B_96f9b7a8c179f5,2,
B_96fc11e89551ab,1,
B_96fc5249f1e801,1,
B_96fcea1edf7ec0,1,
B_96fefafa6c7179,2,
B_97004d8c4a29d8,3,
B_9700c43f5e0557,1,
B_97018c4cb80799,2,Dapat dipinjam
B_9702852c4f212e,1,
B_9704123608fa87,1,
B_970f188b863f1c,2,
B_9712b28b3857c2,1,
B_971def4d451137,2,
B_9724808c59a139,1,
B_97256fa7f3f219,2,
B_9728b787dc10bb,1,
B_97299f96798ec8,26,
B_972c03748814b6,2,
B_972d68ca442d09,1,
B_9730238d3e26b7,1,
B_973036a5cb316a,1,
B_9732817faca782,1,
B_973335599a1dfd,1,
B_9736e9012946e1,4,
B_9738dcc8c5c35b,1,
B_973a67413c5003,6,
B_973cebad74cf7e,1,
B_973e0b04192529,2,
B_973ecc91cb05a9,1,
B_97408f59089725,2,
B_9742d640f7e31b,1,
B_9743676a89bd73,1,
B_9743adbf85a852,1,
B_9744310ae6ee85,2,
B_9746dd25f55adc,1,
B_974719a59c87f2,4,
B_974951b979eba9,2,
B_974c60184b5cbe,1,
B_974cafd07b3529,2,
B_974fdae1cfe676,2,
B_975005b1725d26,1,
B_975180dafdb6c6,2,
B_97518f12933126,1,
B_97519b71bcfa0c,3,
B_9754466ae24c60,2,
B_9754b407b74492,1,
B_97599a8a930b04,6,
B_975a0d89f387f1,2,
B_975eacfdc7beaf,1,
B_9760fa869c7831,2,
B_97617058eea406,2,
B_97653559414f00,1,
B_976620d22346e3,1,
B_976764c7d8e6c5,2,
B_97676a652af86c,1,
B_9767f51c3803c8,2,
B_976bfcc89ecce2,1,
B_976dbc363f3c0c,1,
B_97704ffe56893e,1,
B_9770b49149472c,2,
B_9773a32da33c5c,1,
B_977704b04ad2da,1,
B_977814b72442ef,2,
B_977a0971a72848,2,
B_977a187a6eb769,1,
B_977b8aff192c39,2,
B_977d811314a64c,2,
B_977f225644bfc3,1,
B_977f2798aa2e2b,4,
B_9784f5972b54dd,1,
B_9785759e936358,4,
B_97875db85b2b6a,1,
B_978962ec138683,1,
B_978e6a6a0cda91,2,
B_97906ab4324572,1,
B_9791b13fe923ba,1,
B_9792b672332518,1,
B_979477d59b5b3b,4,
B_9799350b9f988c,1,
B_979a40c2f1bbf7,1,
B_979a6e0fedeade,1,
B_979c42a03147fa,1,
B_97a14b8b9368d1,1,
B_97a19ed4955f50,1,
B_97a274707476bb,2,
B_97a7c1b6a067d6,1,
B_97a87a72aa9e0f,1,
B_97add76b0c86fc,2,
B_97ae4145385ec8,4,
B_97af5b6e1a524c,1,
B_97afa70a1ed9ae,4,
B_97b027ae7059f9,2,
B_97bc983dfb4e8a,2,Dapat dipinjam
B_97bdc7afba285b,3,
B_97be023b3cb4a7,1,
B_97c1b6f5378f76,2,
B_97c2a29b3c2018,1,
B_97c2f077817ddc,2,Dapat dipinjam
B_97c3724f01a78e,2,Dapat dipinjam
B_97c4c07bbd5cfc,1,
B_97c9406757a33b,8,
B_97ca619c32ac11,1,
B_97cb89ba7ac081,2,
B_97cd2cacaf77c8,1,
B_97cecc0ed8f6a7,1,
B_97cecc8a72b92d,150,
B_97d01a72d30529,2,
B_97d05a729b3e8d,1,
B_97d160801df27d,1,
B_97d16860485201,2,
B_97d4d5502e85e4,4,
B_97d8f326f33800,1,
B_97da68e0fe39a7,1,
B_97dc8bfb272ed7,1,
B_97dd8fac8913cb,1,
B_97e02fd99d5bb4,1,
B_97e1dcbe21263e,1,
B_97e41d9eb1cef4,1,
B_97e43073aef4da,1,
B_97e44e638db402,2,
B_97e67296204240,1,
B_97e7374aaed1c7,2,
B_97e83ee2ad8f9f,3,
B_97e9c15a8a80f5,3,
B_97ebc2b2f6e35e,1,
B_97edbdb49e252d,3,
B_97f12e2bc37d60,1,
B_97f34fda226f20,1,
B_97f3a952a0f17f,4,
B_97f3c842d2d640,1,
B_97f46d69ea19b2,1,
B_97f94ac9c09e07,1,
B_97fa9f32fc5898,2,
B_97fac1e97831f4,2,
B_97fec7bad17fd4,2,
B_9800a29d3ab48f,1,
B_9802e91b3463d5,2,
B_9803ff2b74923a,2,
B_9804c197f8283d,14,
B_98072c2f17f85c,3,
B_9807e70e28a91b,2,
B_98099dae56d2b2,2,
B_980e2ff078b5ad,4,
B_98130f40d345db,1,
B_98131c9e384a26,1,
B_9814ccbc93bc59,1,
B_9819976acea39d,1,
B_981d825c48845e,1,
B_981dbcd518540d,2,
B_981ecba0976c8d,2,
B_98229f7c5219ee,1,
B_9822c4f741816a,2,
B_9822d811038824,2,
B_98245219241421,4,
B_982787a7878b4a,2,
B_982d355e9563e1,1,
B_982d5d20a8c4f0,22,
B_982eb531ca8870,1,
B_982ffe197bb2f1,1,
B_98338ac5c97857,2,
B_983745d1c7afcf,2,
B_983af03a8b9cf7,2,
B_983b1ca1dc14c0,4,
B_983d4cdb571908,2,Dapat dipinjam
B_9840862c4b6fbb,2,
B_9840a80d30bed5,1,
B_9842f5f6a1ce3a,1,
B_98453895db06d3,4,
B_9848880dd60554,4,
B_984a96dc4d1ba5,1,
B_984b46cdc7bdcb,1,
B_984c560db59f79,1,
B_984e0c2827ff1f,2,
B_984ecf15126796,1,
B_984f0183f93b72,3,
B_984f232e481a5b,6,Dapat dipinjam
B_985009d6de8531,1,
B_985336a41a68e5,4,
B_98547675611813,2,
B_985ac04f20a2ab,1,
B_985cb4ada48c96,1,
B_985fe9c1c12a8d,2,
B_986198ee0b25b3,1,
B_9862d6c1450681,1,
B_9866a1da4adf4d,1,
B_98688b6ca59845,1,
B_986a0f735f7cec,1,
B_986a460a3e20f0,1,
B_986a91bb3058dd,1,
B_98723dbc9f047b,1,
B_98737dea734573,1,
B_9879b909cd8a8f,1,
B_987cab1d50d142,1,
B_987f235f8b698f,4,
B_987f9fae0db82f,1,
B_9880ada710b9b7,1,
B_98814051f58337,2,
B_98847490d05640,4,
B_9885f789530966,2,
B_98864262e4e429,1,
B_98868804e59414,2,
B_9887b3129379c0,2,
B_98885613e6d1b4,1,
B_988cff0df517dc,2,
B_988d77f3bf68c7,2,
B_9896566ee7f996,1,
B_9897f8cbbbbe13,1,
B_989822bc207723,1,
B_98994316a9dc45,2,
B_989cbb76499368,1,
B_989d6e7a86a22d,1,
B_989e1803ed8b69,1,
B_989f5a8c89c6ba,1,
B_98a17ad446fdac,1,
B_98a4f716cc960c,1,Dapat dipinjam
B_98a9bea50c7d48,2,
B_98aa05f6e147cf,2,
B_98ad235bcb2f21,1,
B_98b0609f65f6cb,1,
B_98b2f02c1b6d32,1,
B_98b935bb406a64,2,
B_98b98b25c76910,1,
B_98bb77a7ad7226,1,
B_98bb98e3e98aca,2,
B_98be8d00d47860,1,
B_98c11ebba8c4c3,1,
B_98c18df3b1c8b8,1,
B_98c3029d5ed9f7,2,
B_98c6331f24d4f7,1,
B_98c9fe09dd14ec,1,
B_98cf0026ec5532,1,
B_98d132afd7491d,2,Dapat dipinjam
B_98d1eb1bbd160f,1,
B_98d2d06aac724e,1,
B_98d5bcb7bfe135,1,
B_98d5d1c0f858c2,1,
B_98dcea6c4f5a03,1,
B_98dedd4edac500,2,
B_98df07a1fc8114,2,
B_98df2bdaff2be9,1,
B_98e258050bec1e,2,
B_98e2ae6f5bff49,2,
B_98e6d734d13b3a,7,
B_98ed6beb300e6b,1,
B_98ee5653e350f4,1,
B_98f09001bb6b53,1,
B_98f279f31d368a,1,
B_98f43feeaff14d,2,
B_98f84b1c9f6451,1,
B_98fa0f853663c6,2,
B_98fa40497b7950,1,
B_98fa7480dee157,1,
B_98fb03054384be,2,
B_98fd5136d08243,1,
B_9900539b49e7ca,1,
B_9908e4a1045144,1,
B_990a70299ecd98,2,
B_990bd7d9e86d7e,4,
B_99131bcaca3c1c,1,
B_9913bd55e3fc47,4,
B_99164ea1ce22e0,2,
B_991834da7bb9af,150,
B_991b4c731120fb,2,
B_991be125b9d0cd,2,
B_991e6b65fcf886,1,
B_991ff7de1f7365,1,
B_99217c803397fd,1,
B_992200b324dc4f,1,
B_99282a0fafe506,2,
B_992915620fb67c,1,
B_9929e321a8a788,1,
B_992a9903cc1013,1,
B_992d336ed18d89,1,
B_992dc0d310331d,1,
B_992fac34e99037,1,
B_9930697fd7dc08,1,
B_9931d36f07c40d,2,
B_993258f03fe9b3,2,
B_99333e2bc454f5,1,
B_9933405f0668ff,2,
B_993432de6beffa,4,
B_99373dd5f16741,1,
B_9939ea3ae9764c,1,
B_993b68b37a5f2c,2,Dapat dipinjam
B_993d165aa2c7f4,2,
B_993e50428dfcde,1,
B_99406752da8962,2,
B_994150a557df97,2,
B_99449aab8d5f31,1,
B_9945bef109cc4f,1,
B_99466280a6c40f,1,
B_9946fc280e88d1,16,
B_994714689bdc32,1,Dapat dipinjam
B_994a5edb781ac0,2,
B_994e8a52cd60eb,1,
B_9951657e0194c3,2,
B_9951b2b7c4bb1f,1,Dapat dipinjam
B_9954805459e02d,1,
B_99557353d40389,1,
B_995600c36c64bc,4,
B_995726c9896129,2,
B_995c41f69ae241,1,
B_995ec834cb669c,2,
B_995efd6dfe4d29,1,
B_995f550a3c4067,1,
B_996024fcac5e58,1,
B_9962c1ec37d468,4,
B_99657ddf17daa7,3,
B_996e67426353cc,3,
B_9973ca642cfd1e,2,
B_997ae6a5935056,1,
B_997dcc8f856652,3,
B_997dfa0a29a378,1,
B_997ee6582ebe09,1,
B_997f0adae2c89e,2,
B_997ffea07df13f,1,
B_9981a9aa9b795b,1,
B_998668d386ebaf,1,
B_99884d014dc347,1,
B_998a6627ba992a,2,
B_998c123c7676a8,1,
B_998c41e78c91ba,1,
B_998c43be7d8414,22,
B_998d08336cbd3d,1,
B_998fdaeea7c48d,1,
B_999101720bfb3b,1,
B_9998571a378f40,2,
B_999a2fb67f189d,3,
B_999c0f7bba370d,1,
B_999c15afcf9808,2,
B_999c35597c6a9a,1,
B_999ffe0284fa71,1,
B_99a2801cf06790,1,
B_99a3436cca118a,1,
B_99a5460cbc9257,1,
B_99a5f09f0cc358,1,
B_99a95841b296d8,2,
B_99aa2535f68655,1,
B_99ace9f1a8b461,4,
B_99b7c18c272c4e,4,
B_99b901b4bec274,2,
B_99bb572c76cbd7,1,
B_99be0130d6aaf3,2,
B_99c28bde1a410f,7,
B_99c2c81450ce46,2,
B_99c3688ba9554e,2,
B_99c6f4879b6ff4,1,
B_99c8ff487c2f44,1,
B_99cab1cb1d8745,1,
B_99cd01a38dad34,1,
B_99ce130e06da98,2,
B_99d30355b77f4d,1,
B_99d4617830bdc9,2,
B_99d7bac689e361,1,
B_99e3140d68252f,2,
B_99e3b0c7cc0f57,1,
B_99e9bccc9d2158,4,
B_99ee12f4dfb81a,2,
B_99f2caa213cfc7,1,
B_99f60ac027d4f6,1,
B_99fa5bd7c3ad3e,1,
B_99fcc921fcb0b7,2,
B_9a06424c34049e,2,
B_9a07c9710b5673,1,
B_9a099877e6a8ea,1,
B_9a0a0b8ead655d,1,
B_9a0acd9debcccf,1,
B_9a0bdad02723d1,1,
B_9a0c4132f075d9,1,
B_9a0d575342f484,1,
B_9a0faae71cf86e,1,
B_9a104a1702d76d,1,
B_9a1106846d8177,1,
B_9a116e5daa334f,1,
B_9a12ca8a374472,2,
B_9a140d11e08d5b,1,
B_9a18d162704dee,3,
B_9a194399a36ebb,2,
B_9a1cd345e0155d,1,
B_9a1d1338a536f5,1,Dapat dipinjam
B_9a1ee0674d4a61,1,
B_9a201b25aceb2b,2,
B_9a254d8f63f7b4,2,
B_9a27a10fd4ad23,1,
B_9a2f4e2fdf069d,1,
B_9a31980b96834a,1,
B_9a328f80295013,1,
B_9a32dd28adb924,1,
B_9a335aa0841004,2,Dapat dipinjam
B_9a3486a79945a0,1,
B_9a36b39bf03bb5,3,
B_9a38013c72b624,2,
B_9a387fbcba8f93,1,
B_9a3ef7a81f2914,4,
B_9a415c63e0741c,1,
B_9a48ba6de2cc74,1,
B_9a4d9f5125e11c,4,
B_9a4f4ca9641a57,1,
B_9a503c475d0618,2,
B_9a50a20a9fe8be,1,
B_9a53bb2958d11f,1,
B_9a5465bd531757,4,
B_9a55ccf4b40499,1,
B_9a573469c29a60,150,
B_9a584569474e1c,4,
B_9a641f9ab6933b,4,
B_9a65ea1926d78a,1,
B_9a675b9d8c02df,1,
B_9a6797861e2ef1,1,
B_9a6806b3b62d8f,1,
B_9a6b7c14ed563a,1,
B_9a6c45fdee324f,4,
B_9a6cd7ba8b9d01,2,
B_9a6df30aa52850,8,
B_9a70d0475d8976,1,
B_9a73d7306dab4d,2,
B_9a74a354800084,8,
B_9a74e508315ea5,1,
B_9a760897e4c572,2,
B_9a7a690646cfbf,2,
B_9a7a6d373ded80,1,
B_9a81976affab74,1,
B_9a82e6e7f9673e,2,
B_9a84584daffbc0,1,
B_9a85aea29885d3,1,
B_9a879523c19349,1,
B_9a89e4e0435f9a,1,
B_9a8a76d1aab38e,4,
B_9a8a7f596f316e,3,
B_9a8bce3baad54e,1,
B_9a8c520ba46d08,1,
B_9a8c9300202aa7,150,
B_9a8df6f55e8813,1,
B_9a8e1f0bb3e7e3,2,Dapat dipinjam
B_9a955cca36d941,1,
B_9a95731e6e6487,2,
B_9a95a28ba67740,2,
B_9a96b57bb6d0ae,1,
B_9a97aa4dcbac7d,3,
B_9a98e48b0c8572,1,
B_9a9a9c86555677,1,
B_9a9dca11f1ecf6,1,
B_9aa04001217d1d,5,
B_9aa0c183b79fa4,2,
B_9aa53e6deb9491,1,
B_9aa63ab9cc5f4b,4,
B_9aa6a4f6f21f58,1,
B_9aa7b203b26df3,2,
B_9aa8146e915eb8,1,
B_9aa8e9618418c7,2,
B_9aa9cf8b708308,1,
B_9aab622a3dca65,1,
B_9aace7e1684c69,1,
B_9aae29bfb2654d,2,
B_9aaf33cce2857d,4,
B_9ab35f37f0ef57,1,
B_9ab43a83dc1921,1,
B_9ab7b328beacd6,1,
B_9ab84d64c000a2,4,
B_9ab9d3710c12ca,1,
B_9abae2f091b6fa,1,
B_9abdd0b9a6f65e,4,
B_9ac0cf2243a526,2,
B_9ac12d790adc16,4,
B_9ac2af7c570e3e,1,
B_9ac4d2568eee8d,4,
B_9ac5b0f2687545,2,
B_9ac5b9254d5a37,4,
B_9ac8ae6282ae90,1,
B_9acc15d4cfcfd4,1,
B_9ad587485aeff1,1,
B_9ad5894885382d,1,
B_9ad78de8c030c4,2,
B_9ad7fd64e5aaa9,4,
B_9ad976115975df,1,
B_9ade705fa07289,1,
B_9adfc8d416a0ae,2,
B_9ae41268618b62,4,
B_9ae433379d5e72,1,
B_9ae597b5b035cc,1,
B_9ae6d7679d913b,4,
B_9ae71b2782eea1,1,
B_9aebd486394f37,1,
B_9aed4d8202a8d7,2,
B_9aee8b2986cbe0,1,
B_9af08322073b20,1,
B_9af23c005aaac1,2,
B_9af321c196b02b,1,
B_9af460af18d887,1,
B_9af527e261fe02,1,
B_9af7fea1162b35,1,
B_9af9093b3d838f,1,
B_9af9fe795f51d9,2,
B_9afd1f751c2c56,4,
B_9aff8627314cc3,3,
B_9b007c920b28ee,1,
B_9b04225ac93e02,1,
B_9b081c623f34a8,1,
B_9b09089664da33,1,
B_9b0b163071f389,4,
B_9b0e67443cae4c,1,
B_9b105b3514cd62,1,
B_9b115f6395d141,1,
B_9b131414b10ac5,4,
B_9b1ce2e47540aa,4,
B_9b1d36684b66d3,2,
B_9b1f880c9bedad,1,
B_9b221f45eca898,1,
B_9b237916d04cf7,1,
B_9b23f1c8f3e394,2,
B_9b24e90122efb6,1,
B_9b256e5d85bc2b,1,Dapat dipinjam
B_9b2ced96b25363,1,
B_9b2e28b841e0af,1,
B_9b2f43c52b509c,1,
B_9b3319a43b81b3,1,
B_9b3410406cdba4,1,
B_9b36c130a2e557,2,
B_9b38485befd5e9,1,
B_9b3b42fc33abd6,1,
B_9b3b63eb5c8944,1,
B_9b3bb78861db09,4,
B_9b3c30f3bdd8d1,4,
B_9b3d113e6d5074,2,
B_9b3d21f00b15c1,1,
B_9b3e24cd7bd340,3,
B_9b3e9a7e2bc4c6,2,
B_9b4493f99f08cc,1,
B_9b44c48efe7ed9,1,
B_9b4573a454270b,4,
B_9b49c6ccfbc1d5,1,
B_9b4e1a36af2b42,2,
B_9b4edce614901b,3,
B_9b4eebcd7e0548,2,
B_9b4f0fb5fa8760,1,
B_9b51139a68b02a,1,
B_9b5231357ef5c8,2,
B_9b526da453e321,2,
B_9b54194f073c85,3,
B_9b5559fcd0fc0c,1,
B_9b59d568d9f660,1,
B_9b5cc57c44764f,1,
B_9b5eed78120367,1,
B_9b5fc28167c612,1,
B_9b60cb7f7ff470,1,
B_9b625aaf5ada67,1,
B_9b642170a612ed,4,
B_9b654f7f1851f7,4,
B_9b65d75e36b698,1,
B_9b6651a44cbacf,4,
B_9b66584a8f6774,2,
B_9b697fe95251dd,1,
B_9b69ea57397dd9,1,
B_9b6abc8c134c88,1,
B_9b6c96ebc5f2ec,1,
B_9b6fca6fbac049,1,
B_9b716679ebc567,2,
B_9b7186673b2424,1,
B_9b751097195bc8,1,
B_9b758a7fbee77a,2,Dapat dipinjam
B_9b76fdb4ad37fc,1,
B_9b7996b503622d,1,
B_9b80e1e05d3df9,4,
B_9b8361960f85a3,1,
B_9b8469eb3bf670,4,
B_9b86295f747983,1,
B_9b865b7b9ac53a,4,
B_9b8725e9c38a92,2,
B_9b874d6310cd01,1,
B_9b880a13265c06,2,
B_9b8df608978b89,4,
B_9b90596b2d07f7,2,
B_9b956db17d56be,40,
B_9b956ff131e97b,3,
B_9b967b8a672f93,4,
B_9b985cb0a3470f,1,
B_9b9f82ace24fc7,1,
B_9ba09ef3bf1929,1,
B_9ba45313a1a6cd,4,
B_9ba4f1783fff2b,2,
B_9ba54bfa6b268c,4,
B_9ba643c1c48077,1,
B_9ba727104dfea5,2,
B_9ba750607b31b5,1,
B_9babe1ac19b2be,1,
B_9bb0aac1a60f3a,1,
B_9bb3434c1afb82,1,
B_9bb76bc84533c6,2,
B_9bbca8aabaf9c8,4,
B_9bc2f17ffe312d,4,
B_9bc563a782b5d6,1,
B_9bc5695c471e38,2,
B_9bc7e6abb02d8e,1,
B_9bc8f26d83d625,3,
B_9bc9b130b3361d,1,
B_9bd453126bdd0b,200,
B_9bd52e853dbc75,1,
B_9bd621fcf69a1a,4,
B_9bd6b59f7dc704,8,
B_9bd8ced50214e5,1,
B_9be461a12c2eaf,1,
B_9be4ef655489c4,1,
B_9be5ce7f61a14e,2,
B_9be809bfe97f66,2,
B_9be825e566d75a,2,
B_9be9c679fdf427,2,
B_9beaac17c43517,2,
B_9bebce5a2f21c2,1,
B_9bec6e30747717,6,
B_9bf097a962ad6a,2,Dapat dipinjam
B_9bf5d39400af96,1,
B_9bf895311f3da7,4,
B_9bfb6bd26ddd7c,1,
B_9bfc2ea60608d9,1,
B_9bfcf5030a12bd,1,
B_9bfda490ef7952,1,
B_9c0161a43bd9ea,1,
B_9c01f6499a4bf5,1,
B_9c044cfe1548c7,2,
B_9c0e12cd5a1af7,2,
B_9c1027a018c7ea,1,
B_9c13ea0d49a449,1,
B_9c16c8b8312af8,2,Dapat dipinjam
B_9c170ba880a9b1,1,Dapat dipinjam
B_9c174ae7509e3d,2,Dapat dipinjam
B_9c18f0c9e603b5,1,
B_9c194f1fd82378,1,
B_9c1afb6bd565cd,2,
B_9c1b021f20aeb9,2,
B_9c1c954d9d685f,1,
B_9c1c9fc663bbd0,1,
B_9c1e64413875a0,1,
B_9c1e81c941e66f,1,
B_9c2013169cf92f,1,
B_9c21b99aea34c4,2,
B_9c230c7ccbcd7b,4,
B_9c24af854c2f55,2,
B_9c25d1bc68d561,1,
B_9c2865b779d2e7,2,
B_9c29c4c886830e,1,
B_9c2e10b4972104,2,
B_9c2ef70a80d114,4,
B_9c30a45fac55f7,4,
B_9c330cd939e323,2,Dapat dipinjam
B_9c343b5e906189,2,Dapat dipinjam
B_9c3602555f98c8,1,
B_9c3739f56c81fc,1,
B_9c38fcf355020b,2,
B_9c3a180ee0024a,1,
B_9c3ca44c8915f8,4,
B_9c3e20ada7d6a2,1,
B_9c3e2fe89d0b01,2,
B_9c41e3a33afe3e,2,
B_9c429fa3b9915d,2,
B_9c42c938504eac,1,
B_9c43a1109802d1,1,
B_9c44c137a959d6,1,
B_9c4530aa8b8773,4,
B_9c4653f4c4ee75,2,
B_9c4b6f7624f1bf,2,
B_9c4ba665e33136,1,
B_9c4d1a50c1920a,2,
B_9c4d817a00a5f4,2,
B_9c5975f6074f0f,1,
B_9c59ab35149c02,1,
B_9c59bcf7db6685,1,
B_9c5ac2281d7f73,2,
B_9c5f3391e9aa3b,1,
B_9c61b7f40e01f6,4,
B_9c62ee08ff5245,1,
B_9c646a5906144c,8,
B_9c66a4345a9f7d,1,
B_9c67d33de01d57,4,
B_9c68bca51bcfb2,1,
B_9c6d935c93f8b5,8,
B_9c71a0bef2972d,4,
B_9c71d2117b0859,1,
B_9c7428f799aa71,2,
B_9c7698cb4ba691,2,
B_9c7a069faa2f6b,2,
B_9c7abf6fc413c4,1,
B_9c7c109e22077e,2,
B_9c7c9c2f063c19,2,
B_9c7d6ce5a4d76c,1,
B_9c82a4558cfaf0,1,
B_9c8629e4c940e7,2,
B_9c8dad7e77d815,1,
B_9c8eef8c074f92,2,
B_9c924620209ecc,150,
B_9c936004e0a8de,2,
B_9c96491bc16146,6,
B_9c97114e8efb63,2,
B_9c9a9eeabaa1d6,1,
B_9c9bf5e12442f9,1,
B_9c9bfd5f1549ac,4,
B_9c9e9db63fe9bb,1,
B_9ca077b06c0686,2,
B_9cae631661ad04,3,
B_9caeef515baa48,1,
B_9cb73f33eafb55,2,
B_9cbb63370b1162,1,
B_9cbbdb43f201e7,4,Dapat dipinjam
B_9cbc9a97669b3a,4,
B_9cbf94c4263136,1,
B_9cc15a8c3eab1d,1,
B_9cc3797bcd2f79,2,
B_9cc86e99639bc7,2,
B_9ccea5a7e091c6,1,
B_9ccf7ddb6db4c0,2,
B_9ccfb6b4cfa572,2,
B_9cd1b334158832,1,
B_9cd1fd093af3d6,2,
B_9cd2b6018ba52e,4,
B_9cd2eb1e96ce91,2,
B_9cd440c8e12ecc,2,
B_9cd95a337b129e,1,
B_9cd9d11a07ffaa,1,
B_9cdc8207182a45,2,
B_9cdd84af578765,1,
B_9cde2ba59e37af,2,
B_9cde8f1b5177b4,1,
B_9ce45b474047e9,1,
B_9ce502dc7866dc,4,
B_9ce77fd8f95295,1,
B_9ce970d5a6ec31,1,
B_9cec7b65bb75bc,4,
B_9cef0c06c86e8e,6,
B_9cefae2a56c68d,2,Dapat dipinjam
B_9cefdbfe8b4f50,1,
B_9cf0029429f40e,1,
B_9cf18906c55572,4,
B_9cf34318b7987d,1,
B_9cf3c0d800564c,2,
B_9cf47a131e9d65,2,
B_9cf60055c7b5cc,1,
B_9cf6fb33f30c56,2,
B_9cfa4a87bd0ce6,2,
B_9cfb9a3ae00675,1,
B_9cfe2e0cebd279,2,
B_9d04cbe1877731,2,
B_9d09d70424cbc3,1,
B_9d09fd8b9b64b0,1,
B_9d0bc60df0cc3e,2,
B_9d0c94d1721943,2,Dapat dipinjam
B_9d0caa9182eaf0,1,
B_9d136d1cf60b50,2,
B_9d146f27cbefd8,1,
B_9d181abad04720,1,
B_9d1a7c5bc23fb8,4,
B_9d1bfa3b3b1161,1,
B_9d1d15f06c795f,1,
B_9d1f2e04250179,1,
B_9d2000c0b4f0a1,1,
B_9d2142f626f220,1,
B_9d221d5a85949a,1,
B_9d22283c51bae6,1,
B_9d248b0446a744,1,
B_9d25bb05e21c18,4,
B_9d262c86a2c305,1,
B_9d26d8959291ec,1,
B_9d286a3c80ba65,1,
B_9d2ba25348fb31,2,
B_9d2d1abef0ba3e,2,
B_9d2dccf72f6e02,2,
B_9d2f1bb1e4ccc7,2,
B_9d301dd186561b,2,
B_9d31e41d085b1b,2,
B_9d3398a9a2ad83,4,
B_9d348b987b9b9f,1,
B_9d36a60a10a3f0,1,
B_9d38e296fdd611,1,
B_9d3bd125d180a0,1,
B_9d3dd8df33a5cc,1,
B_9d3f9eb84f0e6b,1,
B_9d4178300cf534,2,
B_9d498d11923212,1,
B_9d4c1a4791f6dc,1,
B_9d4c54ad63b1d5,1,
B_9d4c6cd8a8df6b,2,
B_9d4e381d812156,3,
B_9d506ccd44fb16,1,
B_9d524f6e46e1f8,2,
B_9d5931538c609c,1,
B_9d597359c558cb,1,
B_9d59d3dc420d3f,3,
B_9d5b48dfac596b,4,
B_9d5ec0b8e05fa7,1,
B_9d5f74e2da9403,1,
B_9d5fbe210970c5,2,
B_9d612e3cdece38,1,
B_9d62d42d16b8e5,1,
B_9d64d79bbac7a4,2,
B_9d67638413dc95,2,
B_9d67dec9466c84,2,
B_9d690373136360,7,
B_9d6acfd12bc50a,4,
B_9d6c3a078c4a7d,1,
B_9d6fcae9c844f3,2,
B_9d72056beefbc1,2,Baca di tempat
B_9d73960a1b158a,2,
B_9d753622437fda,2,
B_9d754ea25e1b90,1,
B_9d79920ea750ea,1,
B_9d7d377e71edef,1,
B_9d7d55b1d962fd,6,
B_9d7d965cad3bca,1,
B_9d7ee7238e6570,2,
B_9d83e5ebd35080,2,
B_9d887c6aac12d3,1,
B_9d89f5f15300cc,1,
B_9d8a019143a4bb,1,
B_9d8b148c44d91f,1,
B_9d8b782d03f365,1,
B_9d8cd842b941d0,1,
B_9d8e779f2d1c0c,1,
B_9d8ebf151ee415,1,
B_9d8fef34d7bb41,4,
B_9d91237ef9d5ab,1,
B_9d92721cf3abc5,1,
B_9d97e2da78c74e,2,
B_9d97f383e67946,2,
B_9d98b0825efe88,1,
B_9d9ce9e3164ca5,1,
B_9d9d9e83af8312,1,
B_9da2537dd6af75,2,
B_9da44302bbe68c,1,
B_9da6404e7db785,2,
B_9da658d7b5893c,1,
B_9da6d7df269240,1,
B_9da7a4a0708fd4,4,
B_9da85f6f7ee6a0,1,
B_9da9ee6d1f5a0b,2,Dapat dipinjam
B_9daaed823c0279,2,
B_9dab49d6416365,1,
B_9dac10109bcf40,2,
B_9dacd37412aaae,1,
B_9dacd4dd10ca0c,1,
B_9dace6ffc53bad,6,
B_9dad8ecfcd28c4,2,
B_9db1b788e8ca2d,2,
B_9db4d99e1409d2,1,
B_9db96f05b010a0,7,
B_9dbb1216213f22,1,
B_9dbd1ba3be28f2,1,
B_9dbe349b0aff6b,1,
B_9dc167145a10c1,1,
B_9dc66865b61d4c,1,
B_9dcad1a1c444ae,1,
